id,zpk,uv,vj
7544,1.1017,1.533611225371203,0.8774652972794499
8122,0.5295,1.4853614848257415,0.8700006435070868
8214,1.0732,0.7749453065529721,0.39402019134484334
8587,0.5037,1.4272940020057518,1.2319984831244177
8693,0.5159,0.9464357758456501,0.5899488456245336
8827,1.7035,0.5473332871542418,0.20534932001818262
9705,1.6468,1.3860908305328152,1.338274803813455
11020,1.2551,0.623000815095871,0.18187314376737618
11174,1.3812,0.7477768741079736,0.34011294425518557
11279,1.5221,1.2208263395705536,1.2286691036687998
11420,0.7068,1.4803254885025758,1.2319636823596767
11488,0.5496,0.8139002601738525,0.4379780799840738
11494,0.9581,1.4935979243782853,0.9556704712158677
11731,1.5601,0.3492192597581969,0.15826636235504665
12171,0.68,1.656928470898901,0.9348481144798271
12659,1.6378,0.2078429672871387,-0.039043434347600936
13237,0.7541,1.3788189442123837,0.8802860289221819
13592,1.0709,1.6627849907889178,1.2574985154116405
13811,0.6377,1.1191471289802735,1.2334583519796212
14328,1.6085,1.08507369083188,1.24032069802794
14761,1.1444,0.3745795545931685,0.10115826617727919
14935,1.7124,0.5335457125066831,0.3970253738927525
15136,0.926,1.347754963454328,1.5600702891034501
15181,1.9892,1.032395932460343,1.423366837591768
15478,1.0849,0.7819166496249466,0.33504446931272014
15802,0.5859,1.6729794622393577,1.1213660601667037
15880,0.6663,1.0363380665416528,1.2027987043197612
16360,1.9496,0.49969504699917167,0.1769664328353251
17055,0.5749,1.3948247601732646,0.9110680868265497
17166,0.7687,1.638516577766005,1.091800372344025
17210,0.7463,1.5968417996673843,0.8292596101856695
17488,1.0788,1.555038048088285,1.037798611451528
17560,0.6961,1.6423898501086853,0.833213096833024
17762,0.7157,1.6156498001466382,1.1789326759334884
18706,0.6441,1.5688820923486695,1.4566571968030502
19318,1.3144,1.0441671194652535,1.2933362293119828
19539,0.6222,1.4438776969089453,0.9789682256001093
20090,1.5863,1.6746734018580796,1.506423198559773
20265,0.543,0.7554969830495892,0.5161509768038783
20921,0.9195,1.5333553547026426,0.9220019656210958
21236,0.5163,1.6067086252591416,1.3630483090328198
21446,0.6623,1.6297154075137392,0.908682981421407
22412,1.5564,0.9720317399884664,1.21133068787913
23976,0.9074,0.827670882479012,0.7028737460686223
24710,0.6442,1.4964351153544193,1.4399483596732452
25353,1.3864,0.5004168715287278,0.26697461523913546
26347,0.7326,1.5364727307466204,0.8620588303635053
26396,1.0323,1.4050422422216755,1.3644867360499795
26789,0.5144,0.7780407282446333,0.36760051905447355
27838,0.6197,0.7937682320080413,0.47081119493582335
29251,0.5104,1.5330427488266878,0.9957461170954787
29367,0.7277,1.3205801858714956,1.2444703693945698
29687,1.0106,1.1096049578011424,1.3010132596066697
29790,0.9846,1.495229697776928,0.9392850655811067
29910,0.7393,1.189807309630556,1.2220473908015208
30053,1.3594,0.5853242746221028,0.16876313758834272
30285,1.6084,0.41740815714714685,0.18026573416759817
30354,0.9603,0.6641890396576535,0.4466264780825071
30446,0.6815,1.2411874661284976,1.2578727850979163
30540,0.7045,1.3187475422629262,0.8574221255245931
